"","X","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomePDO","AwayPDO","HomeTSR","AwayTSR","HomeWins","AwayWins"
"366",366,22015,2008-12-01,"Torpedo Nizhny Novgorod","Ak Bars Kazan",3,26,4,23,941,1059,0.530612244897959,0.469387755102041,"loss","win"
"367",367,22016,2008-12-01,"Avangard Omsk Region","Barys Astana",2,33,5,35,918,1082,0.485294117647059,0.514705882352941,"loss","win"
"368",368,22017,2008-12-01,"Dynamo M","Metallurg Magnitogorsk",5,26,6,23,931,1069,0.530612244897959,0.469387755102041,"loss","win"
"369",369,22018,2008-12-01,"Spartak Moscow","Salavat Yulaev Ufa",1,28,5,33,884,1116,0.459016393442623,0.540983606557377,"loss","win"
"370",370,22019,2008-12-02,"Atlant Moscow Region","HC MVD",0,25,1,32,969,1031,0.43859649122807,0.56140350877193,"loss","win"
"371",371,22020,2008-12-02,"CSKA Moscow","Khimik",5,36,1,13,1062,938,0.73469387755102,0.26530612244898,"win","loss"
"372",372,22021,2008-12-02,"Vityaz Moscow Region","Lada",1,21,3,37,967,1033,0.362068965517241,0.637931034482759,"loss","win"
"373",373,22022,2008-12-03,"Lokomotiv Yaroslavl","Dinamo Riga",2,42,4,31,919,1081,0.575342465753425,0.424657534246575,"loss","win"
"374",374,22023,2008-12-04,"Metallurg Novokuznetsk","Severstal Cherepovets",3,24,1,28,1089,911,0.461538461538462,0.538461538461538,"win","loss"
"375",375,22024,2008-12-04,"Traktor Chelyabinsk","SKA Saint Petersburg",4,16,1,23,1207,793,0.41025641025641,0.58974358974359,"win","loss"
"376",376,22025,2008-12-04,"Spartak Moscow","Atlant Moscow Region",4,39,1,30,1069,931,0.565217391304348,0.434782608695652,"win","loss"
"377",377,22026,2008-12-05,"Neftekhimik Nizhnekamsk","Ak Bars Kazan",1,30,4,22,852,1148,0.576923076923077,0.423076923076923,"loss","win"
"378",378,22027,2008-12-05,"Dinamo Minsk","Dinamo Riga",4,18,2,28,1151,849,0.391304347826087,0.608695652173913,"win","loss"
"379",379,22028,2008-12-05,"Vityaz Moscow Region","Metallurg Magnitogorsk",1,35,6,30,829,1171,0.538461538461538,0.461538461538462,"loss","win"
"380",380,22029,2008-12-06,"Sibir Novosibirsk Region","Lokomotiv Yaroslavl",2,24,3,41,1010,990,0.369230769230769,0.630769230769231,"loss","win"
"381",381,22030,2008-12-06,"Traktor Chelyabinsk","CSKA Moscow",5,29,1,46,1151,849,0.386666666666667,0.613333333333333,"win","loss"
"382",382,22031,2008-12-06,"Salavat Yulaev Ufa","Spartak Moscow",2,28,1,37,1044,956,0.430769230769231,0.569230769230769,"win","loss"
"383",383,22032,2008-12-06,"Avangard Omsk Region","Severstal Cherepovets",5,23,2,33,1157,843,0.410714285714286,0.589285714285714,"win","loss"
"384",384,22033,2008-12-06,"Barys Astana","SKA Saint Petersburg",1,26,4,35,924,1076,0.426229508196721,0.573770491803279,"loss","win"
"385",385,22034,2008-12-07,"Metallurg Novokuznetsk","Torpedo Nizhny Novgorod",1,28,2,40,986,1014,0.411764705882353,0.588235294117647,"loss","win"
"386",386,22035,2008-12-07,"Ak Bars Kazan","Dinamo Riga",0,33,2,24,917,1083,0.578947368421053,0.421052631578947,"loss","win"
"387",387,22036,2008-12-07,"Neftekhimik Nizhnekamsk","Dinamo Minsk",2,31,0,15,1065,935,0.673913043478261,0.326086956521739,"win","loss"
"388",388,22037,2008-12-07,"Lada","Dynamo M",1,28,1,23,992,1008,0.549019607843137,0.450980392156863,"draw","draw"
"389",389,22038,2008-12-08,"Amur Khabarovsk","Atlant Moscow Region",1,22,2,24,962,1038,0.478260869565217,0.521739130434783,"loss","win"
"390",390,22039,2008-12-08,"Metallurg Novokuznetsk","HC MVD",3,22,4,36,1025,975,0.379310344827586,0.620689655172414,"loss","win"
"391",391,22040,2008-12-08,"Metallurg Magnitogorsk","Spartak Moscow",6,36,1,25,1127,873,0.590163934426229,0.409836065573771,"win","loss"
"392",392,22041,2008-12-08,"Traktor Chelyabinsk","Vityaz Moscow Region",5,31,4,36,1050,950,0.462686567164179,0.537313432835821,"win","loss"
"393",393,22042,2008-12-08,"Salavat Yulaev Ufa","CSKA Moscow",4,41,3,28,990,1010,0.594202898550725,0.405797101449275,"win","loss"
"394",394,22043,2008-12-08,"Avangard Omsk Region","Lokomotiv Yaroslavl",3,30,1,20,1050,950,0.6,0.4,"win","loss"
"395",395,22044,2008-12-08,"Barys Astana","Severstal Cherepovets",1,35,4,33,907,1093,0.514705882352941,0.485294117647059,"loss","win"
"396",396,22045,2008-12-08,"Khimik","SKA Saint Petersburg",0,18,5,29,828,1172,0.382978723404255,0.617021276595745,"loss","win"
"397",397,22046,2008-12-09,"Sibir Novosibirsk Region","Torpedo Nizhny Novgorod",4,26,5,21,916,1084,0.553191489361702,0.446808510638298,"loss","win"
"398",398,22047,2008-12-09,"Ak Bars Kazan","Dinamo Minsk",2,29,1,18,1013,987,0.617021276595745,0.382978723404255,"win","loss"
"399",399,22048,2008-12-09,"Neftekhimik Nizhnekamsk","Dynamo M",6,23,2,28,1189,811,0.450980392156863,0.549019607843137,"win","loss"
"400",400,22049,2008-12-09,"Lada","Dinamo Riga",0,31,1,21,952,1048,0.596153846153846,0.403846153846154,"loss","win"
"401",401,22050,2008-12-10,"Metallurg Novokuznetsk","Atlant Moscow Region",3,21,4,37,1035,965,0.362068965517241,0.637931034482759,"loss","win"
"402",402,22051,2008-12-10,"Sibir Novosibirsk Region","HC MVD",1,29,3,34,946,1054,0.46031746031746,0.53968253968254,"loss","win"
"403",403,22052,2008-12-10,"Traktor Chelyabinsk","Spartak Moscow",1,28,4,26,882,1118,0.518518518518518,0.481481481481481,"loss","win"
"404",404,22053,2008-12-10,"Avangard Omsk Region","SKA Saint Petersburg",5,22,1,24,1186,814,0.478260869565217,0.521739130434783,"win","loss"
"405",405,22054,2008-12-10,"Barys Astana","Lokomotiv Yaroslavl",3,35,6,39,932,1068,0.472972972972973,0.527027027027027,"loss","win"
"406",406,22055,2008-12-10,"Khimik","Severstal Cherepovets",3,26,1,39,1090,910,0.4,0.6,"win","loss"
"407",407,22056,2008-12-11,"Amur Khabarovsk","Torpedo Nizhny Novgorod",1,18,2,15,922,1078,0.545454545454545,0.454545454545455,"loss","win"
"408",408,22057,2008-12-11,"Ak Bars Kazan","Dynamo M",1,17,0,24,1059,941,0.414634146341463,0.585365853658537,"win","loss"
"409",409,22058,2008-12-11,"Neftekhimik Nizhnekamsk","Dinamo Riga",1,25,3,20,890,1110,0.555555555555556,0.444444444444444,"loss","win"
"410",410,22059,2008-12-11,"Lada","Dinamo Minsk",1,29,0,19,1034,966,0.604166666666667,0.395833333333333,"win","loss"
"411",411,22060,2008-12-12,"Metallurg Novokuznetsk","Spartak Moscow",3,21,2,26,1066,934,0.446808510638298,0.553191489361702,"win","loss"
"412",412,22061,2008-12-12,"Sibir Novosibirsk Region","Atlant Moscow Region",4,23,1,35,1145,855,0.396551724137931,0.603448275862069,"win","loss"
"413",413,22062,2008-12-12,"Traktor Chelyabinsk","HC MVD",2,32,6,29,856,1144,0.524590163934426,0.475409836065574,"loss","win"
"414",414,22063,2008-12-12,"Khimik","Lokomotiv Yaroslavl",1,22,2,27,971,1029,0.448979591836735,0.551020408163265,"loss","win"
"415",415,22064,2008-12-12,"CSKA Moscow","Metallurg Magnitogorsk",5,42,2,21,1024,976,0.666666666666667,0.333333333333333,"win","loss"
"416",416,22065,2008-12-12,"Vityaz Moscow Region","Salavat Yulaev Ufa",3,34,4,33,967,1033,0.507462686567164,0.492537313432836,"loss","win"
"417",417,22066,2008-12-13,"Barys Astana","Dynamo M",2,22,7,45,935,1065,0.328358208955224,0.671641791044776,"loss","win"
"418",418,22067,2008-12-14,"Salavat Yulaev Ufa","Atlant Moscow Region",1,26,3,34,950,1050,0.433333333333333,0.566666666666667,"loss","win"
"419",419,22068,2008-12-14,"Khimik","HC MVD",0,20,3,24,875,1125,0.454545454545455,0.545454545454545,"loss","win"
"420",420,22069,2008-12-14,"Vityaz Moscow Region","Ak Bars Kazan",2,29,2,24,986,1014,0.547169811320755,0.452830188679245,"draw","draw"
"421",421,22070,2008-12-22,"Dinamo Minsk","Barys Astana",2,22,3,18,924,1076,0.55,0.45,"loss","win"
"422",422,22071,2008-12-23,"Dynamo M","Khimik",5,25,0,14,1200,800,0.641025641025641,0.358974358974359,"win","loss"
"423",423,22072,2008-12-23,"Spartak Moscow","Ak Bars Kazan",1,28,6,31,842,1158,0.474576271186441,0.525423728813559,"loss","win"
"424",424,22073,2008-12-24,"Torpedo Nizhny Novgorod","Salavat Yulaev Ufa",2,20,4,36,989,1011,0.357142857142857,0.642857142857143,"loss","win"
"425",425,22074,2008-12-24,"HC MVD","Metallurg Magnitogorsk",4,32,2,21,1030,970,0.60377358490566,0.39622641509434,"win","loss"
"426",426,22075,2008-12-24,"Atlant Moscow Region","Severstal Cherepovets",3,31,0,31,1097,903,0.5,0.5,"win","loss"
"427",427,22076,2008-12-24,"Metallurg Novokuznetsk","Sibir Novosibirsk Region",2,28,2,29,1002,998,0.491228070175439,0.508771929824561,"draw","draw"
"428",428,22077,2008-12-24,"SKA Saint Petersburg","Traktor Chelyabinsk",4,33,1,13,1044,956,0.717391304347826,0.282608695652174,"win","loss"
"429",429,22078,2008-12-24,"Lokomotiv Yaroslavl","Lada",2,48,2,27,968,1032,0.64,0.36,"draw","draw"
"430",430,22079,2008-12-24,"Dinamo Riga","Avangard Omsk Region",2,22,0,28,1091,909,0.44,0.56,"win","loss"
"431",431,22080,2008-12-24,"Dynamo M","Barys Astana",7,31,6,28,1012,988,0.525423728813559,0.474576271186441,"win","loss"
"432",432,22081,2008-12-24,"CSKA Moscow","Neftekhimik Nizhnekamsk",2,35,2,32,995,1005,0.522388059701492,0.477611940298507,"draw","draw"
"433",433,22082,2008-12-25,"Dinamo Minsk","Khimik",5,19,2,19,1158,842,0.5,0.5,"win","loss"
"434",434,22083,2008-12-25,"CSKA Moscow","Ak Bars Kazan",3,28,5,27,922,1078,0.509090909090909,0.490909090909091,"loss","win"
"435",435,22084,2008-12-26,"Torpedo Nizhny Novgorod","Neftekhimik Nizhnekamsk",4,29,1,27,1101,899,0.517857142857143,0.482142857142857,"win","loss"
"436",436,22085,2008-12-26,"HC MVD","Traktor Chelyabinsk",4,30,2,25,1053,947,0.545454545454545,0.454545454545455,"win","loss"
"437",437,22086,2008-12-26,"Atlant Moscow Region","Salavat Yulaev Ufa",2,36,5,34,908,1092,0.514285714285714,0.485714285714286,"loss","win"
"438",438,22087,2008-12-26,"Metallurg Novokuznetsk","Amur Khabarovsk",1,26,2,33,978,1022,0.440677966101695,0.559322033898305,"loss","win"
"439",439,22088,2008-12-26,"Sibir Novosibirsk Region","Lada",1,23,2,22,953,1047,0.511111111111111,0.488888888888889,"loss","win"
"440",440,22089,2008-12-26,"SKA Saint Petersburg","Metallurg Magnitogorsk",2,40,2,21,955,1045,0.655737704918033,0.344262295081967,"draw","draw"
"441",441,22090,2008-12-26,"Severstal Cherepovets","Lokomotiv Yaroslavl",4,28,3,26,1027,973,0.518518518518518,0.481481481481481,"win","loss"
"442",442,22091,2008-12-26,"Dinamo Minsk","Avangard Omsk Region",3,20,7,27,891,1109,0.425531914893617,0.574468085106383,"loss","win"
"443",443,22092,2008-12-26,"Vityaz Moscow Region","Barys Astana",2,35,3,32,963,1037,0.522388059701492,0.477611940298507,"loss","win"
"444",444,22093,2008-12-27,"Dinamo Riga","Khimik",4,30,2,25,1053,947,0.545454545454545,0.454545454545455,"win","loss"
"445",445,22094,2008-12-27,"Vityaz Moscow Region","Ak Bars Kazan",5,32,6,28,942,1058,0.533333333333333,0.466666666666667,"loss","win"
"446",446,22095,2008-12-28,"Torpedo Nizhny Novgorod","Metallurg Magnitogorsk",2,17,2,23,1031,969,0.425,0.575,"draw","draw"
"447",447,22096,2008-12-28,"Atlant Moscow Region","Traktor Chelyabinsk",2,35,2,45,1013,987,0.4375,0.5625,"draw","draw"
"448",448,22097,2008-12-28,"Sibir Novosibirsk Region","Amur Khabarovsk",2,35,3,28,950,1050,0.555555555555556,0.444444444444444,"loss","win"
"449",449,22098,2008-12-28,"SKA Saint Petersburg","Severstal Cherepovets",1,50,1,22,975,1025,0.694444444444444,0.305555555555556,"draw","draw"
"450",450,22099,2008-12-28,"Lokomotiv Yaroslavl","Avangard Omsk Region",4,38,2,30,1039,961,0.558823529411765,0.441176470588235,"win","loss"
"451",451,22100,2008-12-28,"Dinamo Riga","Barys Astana",1,38,0,31,1026,974,0.550724637681159,0.449275362318841,"win","loss"
"452",452,22101,2008-12-28,"Dinamo Minsk","Salavat Yulaev Ufa",3,19,6,37,996,1004,0.339285714285714,0.660714285714286,"loss","win"
"453",453,22102,2008-12-28,"CSKA Moscow","Lada",3,33,2,15,958,1042,0.6875,0.3125,"win","loss"
"454",454,22103,2008-12-28,"Spartak Moscow","Neftekhimik Nizhnekamsk",4,28,2,19,1038,962,0.595744680851064,0.404255319148936,"win","loss"
"455",455,22104,2008-12-29,"HC MVD","Khimik",5,24,4,17,973,1027,0.585365853658537,0.414634146341463,"win","loss"
"456",456,22105,2008-12-29,"Sibir Novosibirsk Region","Amur Khabarovsk",2,25,1,29,1046,954,0.462962962962963,0.537037037037037,"win","loss"
"457",457,22106,2008-12-30,"Torpedo Nizhny Novgorod","Traktor Chelyabinsk",5,37,7,30,902,1098,0.552238805970149,0.447761194029851,"loss","win"
"458",458,22107,2008-12-30,"HC MVD","Salavat Yulaev Ufa",2,28,5,20,821,1179,0.583333333333333,0.416666666666667,"loss","win"
"459",459,22108,2008-12-30,"Atlant Moscow Region","Metallurg Magnitogorsk",5,25,2,26,1123,877,0.490196078431373,0.509803921568627,"win","loss"
"460",460,22109,2008-12-30,"Lokomotiv Yaroslavl","SKA Saint Petersburg",5,26,0,33,1192,808,0.440677966101695,0.559322033898305,"win","loss"
"461",461,22110,2008-12-30,"Dinamo Minsk","Severstal Cherepovets",2,28,2,20,971,1029,0.583333333333333,0.416666666666667,"draw","draw"
"462",462,22111,2008-12-30,"Spartak Moscow","Lada",2,45,2,19,939,1061,0.703125,0.296875,"draw","draw"
"463",463,22112,2008-12-30,"Vityaz Moscow Region","Neftekhimik Nizhnekamsk",2,33,1,30,1027,973,0.523809523809524,0.476190476190476,"win","loss"
"464",464,22113,2009-01-03,"Metallurg Magnitogorsk","Amur Khabarovsk",4,26,1,28,1118,882,0.481481481481481,0.518518518518518,"win","loss"
"465",465,22114,2009-01-03,"Traktor Chelyabinsk","CSKA Moscow",3,29,4,20,903,1097,0.591836734693878,0.408163265306122,"loss","win"
"466",466,22115,2009-01-03,"Salavat Yulaev Ufa","Sibir Novosibirsk Region",4,32,0,36,1125,875,0.470588235294118,0.529411764705882,"win","loss"
"467",467,22116,2009-01-03,"Lada","Atlant Moscow Region",2,17,3,21,975,1025,0.447368421052632,0.552631578947368,"loss","win"
"468",468,22117,2009-01-03,"Avangard Omsk Region","Spartak Moscow",1,34,1,30,996,1004,0.53125,0.46875,"draw","draw"
"469",469,22118,2009-01-03,"SKA Saint Petersburg","Dinamo Riga",4,36,0,19,1111,889,0.654545454545455,0.345454545454545,"win","loss"
"470",470,22119,2009-01-04,"Neftekhimik Nizhnekamsk","HC MVD",4,43,2,22,1002,998,0.661538461538462,0.338461538461538,"win","loss"
"471",471,22120,2009-01-04,"Lada","Torpedo Nizhny Novgorod",0,19,2,20,900,1100,0.487179487179487,0.512820512820513,"loss","win"
"472",472,22121,2009-01-04,"Barys Astana","Vityaz Moscow Region",11,36,6,36,1139,861,0.5,0.5,"win","loss"
"473",473,22122,2009-01-04,"Severstal Cherepovets","Dinamo Minsk",3,23,2,18,1019,981,0.560975609756098,0.439024390243902,"win","loss"
"474",474,22123,2009-01-05,"Metallurg Magnitogorsk","Metallurg Novokuznetsk",7,37,4,24,1023,977,0.60655737704918,0.39344262295082,"win","loss"
"475",475,22124,2009-01-05,"Traktor Chelyabinsk","Sibir Novosibirsk Region",1,31,4,28,889,1111,0.525423728813559,0.474576271186441,"loss","win"
"476",476,22125,2009-01-05,"Salavat Yulaev Ufa","Amur Khabarovsk",4,38,1,17,1046,954,0.690909090909091,0.309090909090909,"win","loss"
"477",477,22126,2009-01-05,"Ak Bars Kazan","Atlant Moscow Region",2,25,3,20,930,1070,0.555555555555556,0.444444444444444,"loss","win"
"478",478,22127,2009-01-05,"Avangard Omsk Region","CSKA Moscow",2,31,2,39,1013,987,0.442857142857143,0.557142857142857,"draw","draw"
"479",479,22128,2009-01-05,"Barys Astana","Spartak Moscow",3,29,5,35,961,1039,0.453125,0.546875,"loss","win"
"480",480,22129,2009-01-05,"Severstal Cherepovets","Dinamo Riga",3,17,1,27,1139,861,0.386363636363636,0.613636363636364,"win","loss"
"481",481,22130,2009-01-05,"Lokomotiv Yaroslavl","Dynamo M",4,33,3,28,1014,986,0.540983606557377,0.459016393442623,"win","loss"
"482",482,22131,2009-01-06,"Ak Bars Kazan","Torpedo Nizhny Novgorod",0,31,2,19,895,1105,0.62,0.38,"loss","win"
"483",483,22132,2009-01-06,"Lada","HC MVD",2,31,0,26,1065,935,0.543859649122807,0.456140350877193,"win","loss"
"484",484,22133,2009-01-06,"Khimik","Vityaz Moscow Region",1,34,3,32,936,1064,0.515151515151515,0.484848484848485,"loss","win"
"485",485,22134,2009-01-06,"SKA Saint Petersburg","Dinamo Minsk",0,36,1,10,900,1100,0.782608695652174,0.217391304347826,"loss","win"
"486",486,22135,2009-01-07,"Traktor Chelyabinsk","Metallurg Novokuznetsk",2,45,0,22,1044,956,0.671641791044776,0.328358208955224,"win","loss"
"487",487,22136,2009-01-07,"Neftekhimik Nizhnekamsk","Atlant Moscow Region",1,37,3,17,851,1149,0.685185185185185,0.314814814814815,"loss","win"
"488",488,22137,2009-01-07,"Lada","Amur Khabarovsk",2,29,3,24,944,1056,0.547169811320755,0.452830188679245,"loss","win"
"489",489,22138,2009-01-07,"Avangard Omsk Region","Sibir Novosibirsk Region",4,36,4,28,968,1032,0.5625,0.4375,"draw","draw"
"490",490,22139,2009-01-07,"Barys Astana","CSKA Moscow",2,29,5,29,897,1103,0.5,0.5,"loss","win"
"491",491,22140,2009-01-07,"Khimik","Spartak Moscow",2,19,3,28,998,1002,0.404255319148936,0.595744680851064,"loss","win"
"492",492,22141,2009-01-07,"Severstal Cherepovets","Dynamo M",1,33,2,27,956,1044,0.55,0.45,"loss","win"
"493",493,22142,2009-01-07,"Lokomotiv Yaroslavl","Dinamo Riga",6,43,1,27,1102,898,0.614285714285714,0.385714285714286,"win","loss"
"494",494,22143,2009-01-08,"Ak Bars Kazan","HC MVD",3,28,1,30,1074,926,0.482758620689655,0.517241379310345,"win","loss"
"495",495,22144,2009-01-08,"Neftekhimik Nizhnekamsk","Torpedo Nizhny Novgorod",4,24,2,19,1061,939,0.558139534883721,0.441860465116279,"win","loss"
"496",496,22145,2009-01-08,"Avangard Omsk Region","Vityaz Moscow Region",2,40,1,25,1010,990,0.615384615384615,0.384615384615385,"win","loss"
"497",497,22146,2009-01-08,"Lokomotiv Yaroslavl","Dinamo Minsk",2,34,1,18,1003,997,0.653846153846154,0.346153846153846,"win","loss"
"498",498,22147,2009-01-09,"Metallurg Magnitogorsk","Traktor Chelyabinsk",4,31,2,45,1085,915,0.407894736842105,0.592105263157895,"win","loss"
"499",499,22148,2009-01-09,"Salavat Yulaev Ufa","Metallurg Novokuznetsk",3,32,1,18,1038,962,0.64,0.36,"win","loss"
"500",500,22149,2009-01-09,"Lada","Dinamo Riga",0,24,2,17,882,1118,0.585365853658537,0.414634146341463,"loss","win"
"501",501,22150,2009-01-09,"Khimik","CSKA Moscow",2,23,4,31,958,1042,0.425925925925926,0.574074074074074,"loss","win"
"502",502,22151,2009-01-09,"SKA Saint Petersburg","Dynamo M",3,36,3,31,987,1013,0.537313432835821,0.462686567164179,"draw","draw"
"503",503,22152,2009-01-13,"Amur Khabarovsk","HC MVD",3,29,0,32,1103,897,0.475409836065574,0.524590163934426,"win","loss"
"504",504,22153,2009-01-13,"Salavat Yulaev Ufa","Traktor Chelyabinsk",4,30,1,28,1098,902,0.517241379310345,0.482758620689655,"win","loss"
"505",505,22154,2009-01-13,"Severstal Cherepovets","SKA Saint Petersburg",1,18,4,22,874,1126,0.45,0.55,"loss","win"
"506",506,22155,2009-01-13,"CSKA Moscow","Metallurg Magnitogorsk",0,26,3,28,893,1107,0.481481481481481,0.518518518518518,"loss","win"
"507",507,22156,2009-01-14,"Atlant Moscow Region","Avangard Omsk Region",5,26,1,18,1137,863,0.590909090909091,0.409090909090909,"win","loss"
"508",508,22157,2009-01-15,"Torpedo Nizhny Novgorod","Barys Astana",6,37,1,20,1112,888,0.649122807017544,0.350877192982456,"win","loss"
"509",509,22158,2009-01-15,"HC MVD","Khimik",4,18,3,11,949,1051,0.620689655172414,0.379310344827586,"win","loss"
"510",510,22159,2009-01-15,"Amur Khabarovsk","Ak Bars Kazan",2,26,3,26,962,1038,0.5,0.5,"loss","win"
"511",511,22160,2009-01-15,"Metallurg Novokuznetsk","Neftekhimik Nizhnekamsk",2,16,3,32,1031,969,0.333333333333333,0.666666666666667,"loss","win"
"512",512,22161,2009-01-15,"Sibir Novosibirsk Region","Lada",0,16,2,17,882,1118,0.484848484848485,0.515151515151515,"loss","win"
"513",513,22162,2009-01-15,"Salavat Yulaev Ufa","Metallurg Magnitogorsk",3,35,3,22,949,1051,0.614035087719298,0.385964912280702,"draw","draw"
"514",514,22163,2009-01-15,"Dynamo M","Dinamo Minsk",1,28,5,22,808,1192,0.56,0.44,"loss","win"
"515",515,22164,2009-01-15,"CSKA Moscow","Lokomotiv Yaroslavl",2,35,3,28,950,1050,0.555555555555556,0.444444444444444,"loss","win"
"516",516,22165,2009-01-15,"Spartak Moscow","Severstal Cherepovets",5,45,1,22,1066,934,0.671641791044776,0.328358208955224,"win","loss"
"517",517,22166,2009-01-15,"Vityaz Moscow Region","SKA Saint Petersburg",5,18,4,36,1167,833,0.333333333333333,0.666666666666667,"win","loss"
"518",518,22167,2009-01-16,"Dinamo Riga","Avangard Omsk Region",5,41,4,37,1014,986,0.525641025641026,0.474358974358974,"win","loss"
"519",519,22168,2009-01-17,"Torpedo Nizhny Novgorod","Khimik",6,31,1,21,1146,854,0.596153846153846,0.403846153846154,"win","loss"
"520",520,22169,2009-01-17,"Amur Khabarovsk","Neftekhimik Nizhnekamsk",3,34,4,19,878,1122,0.641509433962264,0.358490566037736,"loss","win"
"521",521,22170,2009-01-17,"Metallurg Novokuznetsk","Lada",3,22,1,35,1108,892,0.385964912280702,0.614035087719298,"win","loss"
"522",522,22171,2009-01-17,"Sibir Novosibirsk Region","Ak Bars Kazan",2,26,3,26,962,1038,0.5,0.5,"loss","win"
"523",523,22172,2009-01-17,"Traktor Chelyabinsk","Metallurg Magnitogorsk",3,28,2,18,996,1004,0.608695652173913,0.391304347826087,"win","loss"
"524",524,22173,2009-01-17,"Salavat Yulaev Ufa","Dinamo Minsk",5,40,1,23,1082,918,0.634920634920635,0.365079365079365,"win","loss"
"525",525,22174,2009-01-17,"Dynamo M","Barys Astana",4,25,3,14,946,1054,0.641025641025641,0.358974358974359,"win","loss"
"526",526,22175,2009-01-17,"CSKA Moscow","SKA Saint Petersburg",4,19,0,25,1211,789,0.431818181818182,0.568181818181818,"win","loss"
"527",527,22176,2009-01-17,"Spartak Moscow","Lokomotiv Yaroslavl",3,34,2,25,1008,992,0.576271186440678,0.423728813559322,"win","loss"
"528",528,22177,2009-01-17,"Vityaz Moscow Region","Severstal Cherepovets",3,26,5,34,968,1032,0.433333333333333,0.566666666666667,"loss","win"
"529",529,22178,2009-01-18,"HC MVD","Avangard Omsk Region",2,29,3,18,902,1098,0.617021276595745,0.382978723404255,"loss","win"
"530",530,22179,2009-01-19,"Atlant Moscow Region","Barys Astana",5,34,1,15,1080,920,0.693877551020408,0.306122448979592,"win","loss"
"531",531,22180,2009-01-19,"Amur Khabarovsk","Lada",1,31,4,28,889,1111,0.525423728813559,0.474576271186441,"loss","win"
"532",532,22181,2009-01-19,"Metallurg Novokuznetsk","Ak Bars Kazan",0,22,2,41,951,1049,0.349206349206349,0.650793650793651,"loss","win"
"533",533,22182,2009-01-19,"Sibir Novosibirsk Region","Neftekhimik Nizhnekamsk",3,29,2,41,1055,945,0.414285714285714,0.585714285714286,"win","loss"
"534",534,22183,2009-01-19,"Metallurg Magnitogorsk","SKA Saint Petersburg",3,28,1,38,1081,919,0.424242424242424,0.575757575757576,"win","loss"
"535",535,22184,2009-01-19,"Salavat Yulaev Ufa","Severstal Cherepovets",4,44,3,22,955,1045,0.666666666666667,0.333333333333333,"win","loss"
"536",536,22185,2009-01-19,"Dinamo Riga","Lokomotiv Yaroslavl",2,25,1,36,1052,948,0.409836065573771,0.590163934426229,"win","loss"
"537",537,22186,2009-01-19,"Dynamo M","Vityaz Moscow Region",6,46,1,12,1047,953,0.793103448275862,0.206896551724138,"win","loss"
"538",538,22187,2009-01-19,"CSKA Moscow","Khimik",4,31,2,19,1024,976,0.62,0.38,"win","loss"
"539",539,22188,2009-01-19,"Spartak Moscow","Dinamo Minsk",7,47,4,23,975,1025,0.671428571428571,0.328571428571429,"win","loss"
"540",540,22189,2009-01-20,"Torpedo Nizhny Novgorod","Avangard Omsk Region",3,24,2,26,1048,952,0.48,0.52,"win","loss"
"541",541,22190,2009-01-20,"Amur Khabarovsk","Lada",2,26,0,26,1077,923,0.5,0.5,"win","loss"
"542",542,22191,2009-01-21,"HC MVD","Barys Astana",0,28,3,19,842,1158,0.595744680851064,0.404255319148936,"loss","win"
"543",543,22192,2009-01-21,"Atlant Moscow Region","Khimik",8,31,1,28,1222,778,0.525423728813559,0.474576271186441,"win","loss"
"544",544,22193,2009-01-21,"CSKA Moscow","Severstal Cherepovets",4,35,1,33,1084,916,0.514705882352941,0.485294117647059,"win","loss"
"545",545,22194,2009-01-21,"Spartak Moscow","SKA Saint Petersburg",0,34,1,20,950,1050,0.62962962962963,0.37037037037037,"loss","win"
"546",546,22195,2009-01-21,"Vityaz Moscow Region","Lokomotiv Yaroslavl",2,36,1,36,1028,972,0.5,0.5,"win","loss"
"547",547,22196,2009-01-22,"Dynamo M","Dinamo Riga",7,34,1,28,1170,830,0.548387096774194,0.451612903225806,"win","loss"
"548",548,22197,2009-01-24,"Khimik","Traktor Chelyabinsk",3,24,2,28,1054,946,0.461538461538462,0.538461538461538,"win","loss"
"549",549,22198,2009-01-24,"Dinamo Minsk","Atlant Moscow Region",1,23,6,27,821,1179,0.46,0.54,"loss","win"
"550",550,22199,2009-01-25,"Ak Bars Kazan","Metallurg Magnitogorsk",0,26,2,12,833,1167,0.684210526315789,0.315789473684211,"loss","win"
"551",551,22200,2009-01-28,"Neftekhimik Nizhnekamsk","Salavat Yulaev Ufa",2,25,3,28,973,1027,0.471698113207547,0.528301886792453,"loss","win"
"552",552,22201,2009-01-25,"Dinamo Riga","Vityaz Moscow Region",4,56,2,41,1023,977,0.577319587628866,0.422680412371134,"win","loss"
"553",553,22202,2009-01-25,"Dynamo M","CSKA Moscow",2,33,1,15,994,1006,0.6875,0.3125,"win","loss"
"554",554,22203,2009-01-26,"Lada","Traktor Chelyabinsk",4,31,1,36,1101,899,0.462686567164179,0.537313432835821,"win","loss"
"555",555,22204,2009-01-26,"Avangard Omsk Region","Metallurg Novokuznetsk",3,43,4,23,896,1104,0.651515151515151,0.348484848484849,"loss","win"
"556",556,22205,2009-01-26,"Barys Astana","Amur Khabarovsk",4,37,4,21,918,1082,0.637931034482759,0.362068965517241,"draw","draw"
