"","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots"
"664",38441,"Game # 664. 24 January 2014, Friday, 19:30","Ak Bars Kazan","Lev Prague",2,22,2,36
"665",38442,"Game # 665. 24 January 2014, Friday, 19:00","Torpedo Nizhny Novgorod","Slovan Bratislava",2,17,3,18
"666",38443,"Game # 666. 24 January 2014, Friday, 19:30","Dynamo Moscow","Dinamo Riga",2,28,4,16
"667",38444,"Game # 667. 25 January 2014, Saturday, 10:00","Admiral Vladivostok","Salavat Yulaev Ufa",3,28,2,35
"668",38445,"Game # 668. 25 January 2014, Saturday, 10:00","Amur Khabarovsk","Neftekhimik Nizhnekamsk",4,43,4,36
"669",38446,"Game # 669. 25 January 2014, Saturday, 14:00","Metallurg Novokuznetsk","Traktor Chelyabinsk",2,37,2,22
"670",38447,"Game # 670. 25 January 2014, Saturday, 14:00","Sibir Novosibirsk Region","Metallurg Magnitogorsk",2,30,1,23
"671",38448,"Game # 671. 25 January 2014, Saturday, 17:00","Spartak Moscow","SKA Saint Petersburg",1,24,5,30
"672",38449,"Game # 672. 25 January 2014, Saturday, 19:00","Donbass Donetsk","Severstal Cherepovets",2,39,3,29
"673",38450,"Game # 673. 25 January 2014, Saturday, 18:00","Dinamo Minsk","Atlant Moscow Region",1,24,7,27
"674",38451,"Game # 674. 25 January 2014, Saturday, 20:30","Medvescak Zagreb","Lokomotiv Yaroslavl",1,29,0,42
"675",38452,"Game # 675. 26 January 2014, Sunday, 14:00","Avangard Omsk Region","Barys Astana",4,36,5,29
"676",38453,"Game # 676. 26 January 2014, Sunday, 15:00","Avtomobilist Yekaterinburg","Ugra Khanty-Mansiysk",2,20,2,40
"677",38454,"Game # 677. 26 January 2014, Sunday, 17:00","Ak Bars Kazan","Dinamo Riga",2,18,2,32
"678",38455,"Game # 678. 26 January 2014, Sunday, 17:00","Torpedo Nizhny Novgorod","CSKA Moscow",3,17,1,28
"679",38456,"Game # 679. 26 January 2014, Sunday, 17:00","Vityaz Moscow Region","Slovan Bratislava",1,26,1,20
"680",38457,"Game # 680. 26 January 2014, Sunday, 17:00","Dynamo Moscow","Lev Prague",2,24,1,32
"681",38458,"Game # 681. 27 January 2014, Monday, 13:00","Admiral Vladivostok","Metallurg Magnitogorsk",2,27,1,22
"682",38459,"Game # 682. 27 January 2014, Monday, 12:00","Amur Khabarovsk","Traktor Chelyabinsk",3,28,4,31
"683",38460,"Game # 683. 27 January 2014, Monday, 16:00","Metallurg Novokuznetsk","Neftekhimik Nizhnekamsk",3,42,2,28
"684",38461,"Game # 684. 27 January 2014, Monday, 16:00","Sibir Novosibirsk Region","Salavat Yulaev Ufa",3,28,3,20
"685",38462,"Game # 685. 27 January 2014, Monday, 19:30","Spartak Moscow","Atlant Moscow Region",3,31,3,30
"686",38463,"Game # 686. 27 January 2014, Monday, 21:00","Donbass Donetsk","Lokomotiv Yaroslavl",3,27,0,19
"687",38464,"Game # 687. 27 January 2014, Monday, 20:00","Dinamo Minsk","SKA Saint Petersburg",2,39,3,32
"688",38465,"Game # 688. 27 January 2014, Monday, 22:30","Medvescak Zagreb","Severstal Cherepovets",1,30,1,25
"689",38466,"Game # 689.  3 November 2013, Sunday, 14:00","Avangard Omsk Region","Avtomobilist Yekaterinburg",1,47,2,17
"690",38467,"Game # 690. 28 January 2014, Tuesday, 17:00","Barys Astana","Ugra Khanty-Mansiysk",4,28,3,32
"691",38468,"Game # 691.  3 November 2013, Sunday, 17:00","Ak Bars Kazan","CSKA Moscow",4,36,1,37
"692",38469,"Game # 692. 28 January 2014, Tuesday, 19:00","Torpedo Nizhny Novgorod","Dinamo Riga",0,28,0,20
"693",38470,"Game # 693. 28 January 2014, Tuesday, 19:00","Vityaz Moscow Region","Lev Prague",3,18,3,39
"694",38471,"Game # 694. 28 January 2014, Tuesday, 19:30","Dynamo Moscow","Slovan Bratislava",2,33,3,24
"695",38472,"Game # 695. 29 January 2014, Wednesday, 13:00","Admiral Vladivostok","Traktor Chelyabinsk",3,30,3,26
"696",38473,"Game # 696. 29 January 2014, Wednesday, 12:00","Amur Khabarovsk","Metallurg Magnitogorsk",1,41,6,35
"697",38474,"Game # 697. 29 January 2014, Wednesday, 16:00","Metallurg Novokuznetsk","Salavat Yulaev Ufa",3,35,1,28
"698",38475,"Game # 698. 29 January 2014, Wednesday, 16:00","Sibir Novosibirsk Region","Neftekhimik Nizhnekamsk",4,34,0,23
"699",38476,"Game # 699. 29 January 2014, Wednesday, 19:30","Spartak Moscow","Severstal Cherepovets",0,20,7,33
"700",38477,"Game # 700. 29 January 2014, Wednesday, 21:00","Donbass Donetsk","Atlant Moscow Region",2,34,2,27
"701",38478,"Game # 701. 29 January 2014, Wednesday, 20:00","Dinamo Minsk","Lokomotiv Yaroslavl",3,23,1,24
"702",38479,"Game # 702. 24 September 2013, Tuesday, 21:30","Medvescak Zagreb","SKA Saint Petersburg",3,30,3,39
"703",38480,"Game # 703. 26 February 2014, Wednesday, 17:00","Traktor Chelyabinsk","Dynamo Moscow",3,20,5,29
"704",38481,"Game # 704. 26 February 2014, Wednesday, 17:00","Metallurg Magnitogorsk","Vityaz Moscow Region",0,34,2,29
"705",38482,"Game # 705. 26 February 2014, Wednesday, 17:00","Salavat Yulaev Ufa","Torpedo Nizhny Novgorod",2,34,1,26
"706",38483,"Game # 706.  6 September 2013, Friday, 19:00","Neftekhimik Nizhnekamsk","Ak Bars Kazan",3,39,1,27
"707",38484,"Game # 707. 26 February 2014, Wednesday, 19:00","Lokomotiv Yaroslavl","Avtomobilist Yekaterinburg",5,27,3,26
"708",38485,"Game # 708. 26 February 2014, Wednesday, 19:00","Severstal Cherepovets","Ugra Khanty-Mansiysk",4,36,1,24
"709",38486,"Game # 709. 26 February 2014, Wednesday, 19:30","Atlant Moscow Region","Barys Astana",5,27,1,25
"710",38487,"Game # 710. 26 February 2014, Wednesday, 19:30","SKA Saint Petersburg","Avangard Omsk Region",4,27,5,25
"711",38488,"Game # 711. 26 February 2014, Wednesday, 19:30","CSKA Moscow","Spartak Moscow",2,31,1,23
"712",38489,"Game # 712. 26 February 2014, Wednesday, 22:00","Dinamo Riga","Medvescak Zagreb",5,20,1,28
"713",38490,"Game # 713. 26 February 2014, Wednesday, 22:00","Slovan Bratislava","Dinamo Minsk",3,33,3,28
"714",38491,"Game # 714. 26 February 2014, Wednesday, 22:00","Lev Prague","Donbass Donetsk",4,23,1,26
"715",38492,"Game # 715. 27 February 2014, Thursday, 13:00","Admiral Vladivostok","Metallurg Novokuznetsk",3,34,1,32
"716",38493,"Game # 716. 27 February 2014, Thursday, 12:00","Amur Khabarovsk","Sibir Novosibirsk Region",1,28,1,40
"717",38494,"Game # 717. 28 February 2014, Friday, 17:00","Traktor Chelyabinsk","Vityaz Moscow Region",3,25,2,23
"718",38495,"Game # 718. 28 February 2014, Friday, 17:00","Metallurg Magnitogorsk","Dynamo Moscow",0,16,0,41
"719",38496,"Game # 719. 28 February 2014, Friday, 17:00","Salavat Yulaev Ufa","Ak Bars Kazan",1,28,0,23
"720",38497,"Game # 720. 28 February 2014, Friday, 19:00","Neftekhimik Nizhnekamsk","Torpedo Nizhny Novgorod",3,34,5,35
"721",38498,"Game # 721. 28 February 2014, Friday, 19:00","Lokomotiv Yaroslavl","Ugra Khanty-Mansiysk",6,40,2,19
"722",38499,"Game # 722. 28 February 2014, Friday, 19:00","Severstal Cherepovets","Avtomobilist Yekaterinburg",2,26,1,28
"723",38500,"Game # 723. 28 February 2014, Friday, 19:30","Atlant Moscow Region","Avangard Omsk Region",2,33,0,34
"724",38501,"Game # 724. 28 February 2014, Friday, 19:30","SKA Saint Petersburg","Barys Astana",3,30,2,36
"725",38502,"Game # 725. 28 February 2014, Friday, 19:00","CSKA Moscow","Medvescak Zagreb",1,37,3,20
"726",38503,"Game # 726. 28 February 2014, Friday, 21:30","Dinamo Riga","Spartak Moscow",3,28,2,25
"727",38504,"Game # 727. 28 February 2014, Friday, 22:00","Slovan Bratislava","Donbass Donetsk",1,37,2,27
"728",38505,"Game # 728. 28 February 2014, Friday, 22:00","Lev Prague","Dinamo Minsk",3,34,1,24
"729",38506,"Game # 729.  1 March 2014, Saturday, 10:00","Admiral Vladivostok","Sibir Novosibirsk Region",3,29,1,21
"730",38507,"Game # 730.  1 March 2014, Saturday, 10:00","Amur Khabarovsk","Metallurg Novokuznetsk",2,34,7,44
"731",38508,"Game # 731.  2 March 2014, Sunday, 15:00","Traktor Chelyabinsk","Torpedo Nizhny Novgorod",0,27,1,20
"732",38509,"Game # 732.  2 March 2014, Sunday, 15:00","Metallurg Magnitogorsk","Ak Bars Kazan",1,23,0,33
"733",38510,"Game # 733.  2 March 2014, Sunday, 15:00","Salavat Yulaev Ufa","Dynamo Moscow",1,33,3,29
"734",38511,"Game # 734.  2 March 2014, Sunday, 17:00","Neftekhimik Nizhnekamsk","Vityaz Moscow Region",5,29,1,27
"735",38512,"Game # 735.  2 March 2014, Sunday, 17:00","Atlant Moscow Region","Ugra Khanty-Mansiysk",5,30,1,39
"736",38513,"Game # 736.  2 March 2014, Sunday, 17:30","Lokomotiv Yaroslavl","Avangard Omsk Region",4,25,1,33
"737",38514,"Game # 737.  2 March 2014, Sunday, 17:00","Severstal Cherepovets","Barys Astana",2,36,1,26
"738",38515,"Game # 738.  2 March 2014, Sunday, 17:00","SKA Saint Petersburg","Avtomobilist Yekaterinburg",4,29,0,29
"739",38516,"Game # 739.  2 March 2014, Sunday, 17:30","CSKA Moscow","Donbass Donetsk",1,30,1,37
"740",38517,"Game # 740.  2 March 2014, Sunday, 18:00","Dinamo Minsk","Dinamo Riga",5,27,2,19
"741",38518,"Game # 741.  2 March 2014, Sunday, 20:00","Slovan Bratislava","Spartak Moscow",0,33,3,24
"742",38519,"Game # 742.  2 March 2014, Sunday, 20:00","Lev Prague","Medvescak Zagreb",2,47,1,23
"743",38520,"Game # 743.  4 March 2014, Tuesday, 13:00","Admiral Vladivostok","Amur Khabarovsk",4,22,1,39
"744",38521,"Game # 744.  4 March 2014, Tuesday, 16:00","Sibir Novosibirsk Region","Metallurg Novokuznetsk",6,46,5,23
"745",38522,"Game # 745.  4 March 2014, Tuesday, 17:00","Traktor Chelyabinsk","Ak Bars Kazan",2,27,2,25
"746",38523,"Game # 746.  4 March 2014, Tuesday, 17:00","Metallurg Magnitogorsk","Torpedo Nizhny Novgorod",4,31,2,32
"747",38524,"Game # 747.  4 March 2014, Tuesday, 17:00","Salavat Yulaev Ufa","Vityaz Moscow Region",3,28,2,25
"748",38525,"Game # 748.  4 March 2014, Tuesday, 19:00","Neftekhimik Nizhnekamsk","Dynamo Moscow",2,29,4,29
"749",38526,"Game # 749.  4 March 2014, Tuesday, 19:30","Lokomotiv Yaroslavl","Barys Astana",4,30,1,37
"750",38527,"Game # 750.  4 March 2014, Tuesday, 19:30","Severstal Cherepovets","Avangard Omsk Region",1,32,2,27
"751",38528,"Game # 751.  4 March 2014, Tuesday, 19:30","Atlant Moscow Region","Avtomobilist Yekaterinburg",2,31,3,32
"752",38529,"Game # 752.  4 March 2014, Tuesday, 19:30","SKA Saint Petersburg","Ugra Khanty-Mansiysk",1,52,2,19
"753",38530,"Game # 753.  4 March 2014, Tuesday, 19:30","CSKA Moscow","Dinamo Minsk",3,26,0,18
"754",38531,"Game # 754.  4 March 2014, Tuesday, 21:30","Dinamo Riga","Donbass Donetsk",0,26,1,21
"755",38532,"Game # 755.  4 March 2014, Tuesday, 22:00","Slovan Bratislava","Medvescak Zagreb",2,25,3,32
"756",38533,"Game # 756.  4 March 2014, Tuesday, 22:00","Lev Prague","Spartak Moscow",2,27,2,26
