"","X","X.1","GameId","Date","HomeTeam","AwayTeam","HomeGoals","HomeShots","AwayGoals","AwayShots","HomeWins","AwayWins","HomePDO","AwayPDO","HomeTSR","AwayTSR"
"546",546,546,38323,2014-01-03,"Amur Khabarovsk","Lokomotiv Yaroslavl",2,30,1,45,"win","loss",1044,956,0.4,0.6
"547",547,547,38324,2014-01-03,"Metallurg Novokuznetsk","Atlant Moscow Region",2,32,5,29,"loss","win",890,1110,0.524590163934426,0.475409836065574
"548",548,548,38325,2014-01-03,"Sibir Novosibirsk Region","Severstal Cherepovets",2,47,3,20,"loss","win",893,1107,0.701492537313433,0.298507462686567
"549",549,549,38326,2014-01-03,"Traktor Chelyabinsk","Lev Prague",2,20,2,33,"draw","draw",1039,961,0.377358490566038,0.622641509433962
"550",550,550,38327,2014-01-03,"Metallurg Magnitogorsk","Slovan Bratislava",6,35,2,28,"win","loss",1100,900,0.555555555555556,0.444444444444444
"551",551,551,38328,2014-01-03,"Salavat Yulaev Ufa","Dinamo Riga",4,30,3,20,"win","loss",983,1017,0.6,0.4
"552",552,552,38329,2014-01-03,"Neftekhimik Nizhnekamsk","CSKA Moscow",1,21,4,37,"loss","win",940,1060,0.362068965517241,0.637931034482759
"553",553,553,38330,2014-01-03,"Ak Bars Kazan","Ugra Khanty-Mansiysk",4,43,2,16,"win","loss",968,1032,0.728813559322034,0.271186440677966
"554",554,554,38331,2014-01-03,"Torpedo Nizhny Novgorod","Avtomobilist Yekaterinburg",3,30,3,23,"draw","draw",970,1030,0.566037735849057,0.433962264150943
"555",555,555,38332,2014-01-03,"Vityaz Moscow Region","Barys Astana",1,18,1,40,"draw","draw",1031,969,0.310344827586207,0.689655172413793
"556",556,556,38333,2014-01-03,"Dynamo Moscow","Avangard Omsk Region",6,27,4,26,"win","loss",1068,932,0.509433962264151,0.490566037735849
"557",557,557,38334,2014-01-04,"Spartak Moscow","Dinamo Minsk",1,37,2,19,"loss","win",922,1078,0.660714285714286,0.339285714285714
"558",558,558,38335,2014-01-04,"Medvescak Zagreb","Donbass Donetsk",1,28,3,33,"loss","win",945,1055,0.459016393442623,0.540983606557377
"559",559,559,38336,2014-01-05,"Admiral Vladivostok","Lokomotiv Yaroslavl",3,28,0,26,"win","loss",1107,893,0.518518518518518,0.481481481481481
"560",560,560,38337,2014-01-05,"Amur Khabarovsk","SKA Saint Petersburg",1,30,6,42,"loss","win",890,1110,0.416666666666667,0.583333333333333
"561",561,561,38338,2014-01-05,"Metallurg Novokuznetsk","Severstal Cherepovets",1,40,1,28,"draw","draw",989,1011,0.588235294117647,0.411764705882353
"562",562,562,38339,2014-01-05,"Sibir Novosibirsk Region","Atlant Moscow Region",3,51,1,31,"win","loss",1027,973,0.621951219512195,0.378048780487805
"563",563,563,38340,2014-01-05,"Traktor Chelyabinsk","Slovan Bratislava",2,26,1,22,"win","loss",1031,969,0.541666666666667,0.458333333333333
"564",564,564,38341,2014-01-05,"Metallurg Magnitogorsk","Lev Prague",4,33,2,42,"win","loss",1074,926,0.44,0.56
"565",565,565,38342,2014-01-05,"Salavat Yulaev Ufa","CSKA Moscow",5,28,2,23,"win","loss",1092,908,0.549019607843137,0.450980392156863
"566",566,566,38343,2014-01-05,"Neftekhimik Nizhnekamsk","Dinamo Riga",1,29,2,19,"loss","win",929,1071,0.604166666666667,0.395833333333333
"567",567,567,38344,2014-01-05,"Ak Bars Kazan","Avtomobilist Yekaterinburg",1,31,3,19,"loss","win",874,1126,0.62,0.38
"568",568,568,38345,2014-01-05,"Torpedo Nizhny Novgorod","Ugra Khanty-Mansiysk",4,29,5,29,"loss","win",966,1034,0.5,0.5
"569",569,569,38346,2014-01-05,"Vityaz Moscow Region","Avangard Omsk Region",2,28,2,47,"draw","draw",1029,971,0.373333333333333,0.626666666666667
"570",570,570,38347,2014-01-05,"Dynamo Moscow","Barys Astana",3,35,2,36,"win","loss",1030,970,0.492957746478873,0.507042253521127
"571",571,571,38348,2014-01-06,"Donbass Donetsk","Spartak Moscow",3,36,2,17,"win","loss",966,1034,0.679245283018868,0.320754716981132
"572",572,572,38349,2014-01-06,"Medvescak Zagreb","Dinamo Minsk",4,40,1,25,"win","loss",1060,940,0.615384615384615,0.384615384615385
"573",573,573,38350,2014-01-07,"Admiral Vladivostok","Severstal Cherepovets",4,29,1,27,"win","loss",1101,899,0.517857142857143,0.482142857142857
"574",574,574,38351,2014-01-07,"Amur Khabarovsk","Atlant Moscow Region",2,35,2,36,"draw","draw",1002,998,0.492957746478873,0.507042253521127
"575",575,575,38352,2014-01-07,"Metallurg Novokuznetsk","SKA Saint Petersburg",3,37,2,27,"win","loss",1007,993,0.578125,0.421875
"576",576,576,38353,2014-01-07,"Sibir Novosibirsk Region","Lokomotiv Yaroslavl",3,45,1,24,"win","loss",1025,975,0.652173913043478,0.347826086956522
"577",577,577,38354,2014-01-07,"Traktor Chelyabinsk","CSKA Moscow",3,21,1,30,"win","loss",1110,890,0.411764705882353,0.588235294117647
"578",578,578,38355,2014-01-07,"Metallurg Magnitogorsk","Dinamo Riga",6,41,2,35,"win","loss",1089,911,0.539473684210526,0.460526315789474
"579",579,579,38356,2014-01-07,"Salavat Yulaev Ufa","Lev Prague",1,25,5,29,"loss","win",868,1132,0.462962962962963,0.537037037037037
"580",580,580,38357,2014-01-07,"Neftekhimik Nizhnekamsk","Slovan Bratislava",4,40,3,29,"win","loss",997,1003,0.579710144927536,0.420289855072464
"581",581,581,38358,2014-01-07,"Ak Bars Kazan","Barys Astana",1,41,2,37,"loss","win",970,1030,0.525641025641026,0.474358974358974
"582",582,582,38359,2014-01-07,"Torpedo Nizhny Novgorod","Avangard Omsk Region",5,25,3,35,"win","loss",1114,886,0.416666666666667,0.583333333333333
"583",583,583,38360,2014-01-07,"Vityaz Moscow Region","Ugra Khanty-Mansiysk",3,41,3,24,"draw","draw",948,1052,0.630769230769231,0.369230769230769
"584",584,584,38361,2014-01-07,"Dynamo Moscow","Avtomobilist Yekaterinburg",3,31,2,24,"win","loss",1013,987,0.563636363636364,0.436363636363636
"585",585,585,38362,2014-01-08,"Spartak Moscow","Medvescak Zagreb",1,36,3,29,"loss","win",924,1076,0.553846153846154,0.446153846153846
"586",586,586,38363,2014-01-09,"Admiral Vladivostok","Atlant Moscow Region",2,32,3,24,"loss","win",938,1062,0.571428571428571,0.428571428571429
"587",587,587,38364,2014-01-09,"Amur Khabarovsk","Severstal Cherepovets",1,37,3,29,"loss","win",924,1076,0.560606060606061,0.439393939393939
"588",588,588,38365,2014-01-09,"Metallurg Novokuznetsk","Lokomotiv Yaroslavl",1,28,2,32,"loss","win",973,1027,0.466666666666667,0.533333333333333
"589",589,589,38366,2014-01-09,"Sibir Novosibirsk Region","SKA Saint Petersburg",4,30,0,33,"win","loss",1133,867,0.476190476190476,0.523809523809524
"590",590,590,38367,2014-01-09,"Traktor Chelyabinsk","Dinamo Riga",2,24,5,22,"loss","win",856,1144,0.521739130434783,0.478260869565217
"591",591,591,38368,2014-01-09,"Metallurg Magnitogorsk","CSKA Moscow",3,31,1,33,"win","loss",1066,934,0.484375,0.515625
"592",592,592,38369,2014-01-09,"Salavat Yulaev Ufa","Slovan Bratislava",4,43,2,17,"win","loss",975,1025,0.716666666666667,0.283333333333333
"593",593,593,38370,2014-01-09,"Neftekhimik Nizhnekamsk","Lev Prague",1,28,4,33,"loss","win",915,1085,0.459016393442623,0.540983606557377
"594",594,594,38371,2013-09-15,"Ak Bars Kazan","Avangard Omsk Region",6,33,0,27,"win","loss",1182,818,0.55,0.45
"595",595,595,38372,2014-01-09,"Torpedo Nizhny Novgorod","Barys Astana",7,33,2,27,"win","loss",1138,862,0.55,0.45
"596",596,596,38373,2014-01-09,"Vityaz Moscow Region","Avtomobilist Yekaterinburg",1,28,3,29,"loss","win",932,1068,0.491228070175439,0.508771929824561
"597",597,597,38374,2014-01-09,"Dynamo Moscow","Ugra Khanty-Mansiysk",2,30,2,42,"draw","draw",1019,981,0.416666666666667,0.583333333333333
"598",598,598,38375,2014-01-13,"Lokomotiv Yaroslavl","Vityaz Moscow Region",1,36,0,12,"win","loss",1028,972,0.75,0.25
"599",599,599,38376,2014-01-13,"Atlant Moscow Region","Torpedo Nizhny Novgorod",4,24,5,35,"loss","win",1024,976,0.406779661016949,0.593220338983051
"600",600,600,38377,2014-01-13,"SKA Saint Petersburg","Ak Bars Kazan",3,31,1,31,"win","loss",1065,935,0.5,0.5
"601",601,601,38378,2014-01-13,"CSKA Moscow","Amur Khabarovsk",3,39,0,27,"win","loss",1077,923,0.590909090909091,0.409090909090909
"602",602,602,38379,2014-01-13,"Dinamo Riga","Admiral Vladivostok",2,32,5,21,"loss","win",824,1176,0.60377358490566,0.39622641509434
"603",603,603,38380,2014-01-13,"Slovan Bratislava","Sibir Novosibirsk Region",1,23,1,34,"draw","draw",1014,986,0.403508771929825,0.596491228070175
"604",604,604,38381,2014-01-13,"Lev Prague","Metallurg Novokuznetsk",2,49,2,24,"draw","draw",957,1043,0.671232876712329,0.328767123287671
"605",605,605,38382,2014-01-14,"Avangard Omsk Region","Medvescak Zagreb",3,39,3,32,"draw","draw",983,1017,0.549295774647887,0.450704225352113
"606",606,606,38383,2014-01-14,"Barys Astana","Spartak Moscow",4,30,2,26,"win","loss",1056,944,0.535714285714286,0.464285714285714
"607",607,607,38384,2014-01-14,"Ugra Khanty-Mansiysk","Dinamo Minsk",6,47,0,22,"win","loss",1128,872,0.681159420289855,0.318840579710145
"608",608,608,38385,2014-01-14,"Metallurg Magnitogorsk","Salavat Yulaev Ufa",3,36,3,43,"draw","draw",1014,986,0.455696202531646,0.544303797468354
"609",609,609,38386,2014-01-14,"Neftekhimik Nizhnekamsk","Traktor Chelyabinsk",3,39,1,15,"win","loss",1010,990,0.722222222222222,0.277777777777778
"610",610,610,38387,2014-01-15,"Lokomotiv Yaroslavl","Torpedo Nizhny Novgorod",1,26,4,24,"loss","win",872,1128,0.52,0.48
"611",611,611,38388,2014-01-15,"Severstal Cherepovets","Ak Bars Kazan",1,22,2,34,"loss","win",987,1013,0.392857142857143,0.607142857142857
"612",612,612,38389,2014-01-15,"Vityaz Moscow Region","Atlant Moscow Region",1,27,2,32,"loss","win",975,1025,0.457627118644068,0.542372881355932
"613",613,613,38390,2014-01-15,"SKA Saint Petersburg","Dynamo Moscow",6,33,3,27,"win","loss",1071,929,0.55,0.45
"614",614,614,38391,2014-01-15,"CSKA Moscow","Sibir Novosibirsk Region",2,24,2,37,"draw","draw",1029,971,0.39344262295082,0.60655737704918
"615",615,615,38392,2014-01-15,"Dinamo Riga","Metallurg Novokuznetsk",4,26,3,22,"win","loss",1017,983,0.541666666666667,0.458333333333333
"616",616,616,38393,2014-01-15,"Slovan Bratislava","Amur Khabarovsk",3,32,2,27,"win","loss",1020,980,0.542372881355932,0.457627118644068
"617",617,617,38394,2014-01-15,"Lev Prague","Admiral Vladivostok",4,31,1,17,"win","loss",1070,930,0.645833333333333,0.354166666666667
"618",618,618,38395,2014-01-16,"Avangard Omsk Region","Spartak Moscow",4,53,1,22,"win","loss",1030,970,0.706666666666667,0.293333333333333
"619",619,619,38396,2014-01-16,"Barys Astana","Medvescak Zagreb",1,29,3,27,"loss","win",923,1077,0.517857142857143,0.482142857142857
"620",620,620,38397,2014-01-16,"Ugra Khanty-Mansiysk","Donbass Donetsk",3,28,1,23,"win","loss",1064,936,0.549019607843137,0.450980392156863
"621",621,621,38398,2014-01-16,"Avtomobilist Yekaterinburg","Dinamo Minsk",2,34,0,20,"win","loss",1059,941,0.62962962962963,0.37037037037037
"622",622,622,38399,2014-01-16,"Traktor Chelyabinsk","Salavat Yulaev Ufa",5,21,3,25,"win","loss",1118,882,0.456521739130435,0.543478260869565
"623",623,623,38400,2014-01-16,"Neftekhimik Nizhnekamsk","Metallurg Magnitogorsk",3,34,5,29,"loss","win",916,1084,0.53968253968254,0.46031746031746
"624",624,624,38401,2014-01-17,"Lokomotiv Yaroslavl","Ak Bars Kazan",4,40,0,29,"win","loss",1100,900,0.579710144927536,0.420289855072464
"625",625,625,38402,2014-01-17,"Severstal Cherepovets","Torpedo Nizhny Novgorod",4,37,5,28,"loss","win",930,1070,0.569230769230769,0.430769230769231
"626",626,626,38403,2014-01-17,"Atlant Moscow Region","Dynamo Moscow",1,35,3,33,"loss","win",938,1062,0.514705882352941,0.485294117647059
"627",627,627,38404,2014-01-17,"SKA Saint Petersburg","Vityaz Moscow Region",4,33,1,30,"win","loss",1088,912,0.523809523809524,0.476190476190476
"628",628,628,38405,2014-01-17,"CSKA Moscow","Metallurg Novokuznetsk",4,39,1,17,"win","loss",1044,956,0.696428571428571,0.303571428571429
"629",629,629,38406,2014-01-17,"Dinamo Riga","Sibir Novosibirsk Region",2,11,3,38,"loss","win",1103,897,0.224489795918367,0.775510204081633
"630",630,630,38407,2014-01-17,"Slovan Bratislava","Admiral Vladivostok",1,36,6,29,"loss","win",821,1179,0.553846153846154,0.446153846153846
"631",631,631,38408,2014-01-17,"Lev Prague","Amur Khabarovsk",3,37,0,17,"win","loss",1081,919,0.685185185185185,0.314814814814815
"632",632,632,38409,2014-01-18,"Avangard Omsk Region","Dinamo Minsk",7,26,2,21,"win","loss",1174,826,0.553191489361702,0.446808510638298
"633",633,633,38410,2014-01-18,"Barys Astana","Donbass Donetsk",2,31,6,25,"loss","win",825,1175,0.553571428571429,0.446428571428571
"634",634,634,38411,2014-01-18,"Ugra Khanty-Mansiysk","Medvescak Zagreb",1,43,4,26,"loss","win",869,1131,0.623188405797101,0.376811594202899
"635",635,635,38412,2014-01-18,"Avtomobilist Yekaterinburg","Spartak Moscow",2,32,0,21,"win","loss",1062,938,0.60377358490566,0.39622641509434
"636",636,636,38413,2014-01-18,"Traktor Chelyabinsk","Neftekhimik Nizhnekamsk",3,40,5,21,"loss","win",837,1163,0.655737704918033,0.344262295081967
"637",637,637,38414,2014-01-18,"Salavat Yulaev Ufa","Metallurg Magnitogorsk",2,34,5,25,"loss","win",859,1141,0.576271186440678,0.423728813559322
"638",638,638,38415,2014-01-19,"Atlant Moscow Region","Ak Bars Kazan",1,23,2,26,"loss","win",967,1033,0.469387755102041,0.530612244897959
"639",639,639,38416,2014-01-19,"Lokomotiv Yaroslavl","Dynamo Moscow",3,27,4,29,"loss","win",973,1027,0.482142857142857,0.517857142857143
"640",640,640,38417,2014-01-19,"Severstal Cherepovets","Vityaz Moscow Region",7,36,3,20,"win","loss",1044,956,0.642857142857143,0.357142857142857
"641",641,641,38418,2014-01-19,"SKA Saint Petersburg","Torpedo Nizhny Novgorod",4,29,4,38,"draw","draw",1033,967,0.432835820895522,0.567164179104478
"642",642,642,38419,2014-01-19,"CSKA Moscow","Admiral Vladivostok",2,27,1,30,"win","loss",1041,959,0.473684210526316,0.526315789473684
"643",643,643,38420,2014-01-19,"Dinamo Riga","Amur Khabarovsk",4,41,1,16,"win","loss",1035,965,0.719298245614035,0.280701754385965
"644",644,644,38421,2014-01-19,"Slovan Bratislava","Metallurg Novokuznetsk",2,30,3,33,"loss","win",976,1024,0.476190476190476,0.523809523809524
"645",645,645,38422,2014-01-19,"Lev Prague","Sibir Novosibirsk Region",3,30,1,26,"win","loss",1062,938,0.535714285714286,0.464285714285714
"646",646,646,38423,2014-01-20,"Avangard Omsk Region","Donbass Donetsk",0,30,2,26,"loss","win",923,1077,0.535714285714286,0.464285714285714
"647",647,647,38424,2014-01-20,"Barys Astana","Dinamo Minsk",1,33,2,23,"loss","win",943,1057,0.589285714285714,0.410714285714286
"648",648,648,38425,2014-01-20,"Ugra Khanty-Mansiysk","Spartak Moscow",5,48,3,22,"win","loss",968,1032,0.685714285714286,0.314285714285714
"649",649,649,38426,2014-01-20,"Avtomobilist Yekaterinburg","Medvescak Zagreb",2,37,0,32,"win","loss",1054,946,0.536231884057971,0.463768115942029
"650",650,650,38427,2014-01-22,"Ak Bars Kazan","Slovan Bratislava",1,22,1,25,"draw","draw",1005,995,0.468085106382979,0.531914893617021
"651",651,651,38428,2014-01-22,"Torpedo Nizhny Novgorod","Lev Prague",5,31,2,38,"win","loss",1109,891,0.449275362318841,0.550724637681159
"652",652,652,38429,2014-01-22,"Vityaz Moscow Region","Dinamo Riga",6,27,2,31,"win","loss",1158,842,0.46551724137931,0.53448275862069
"653",653,653,38430,2014-01-22,"Dynamo Moscow","CSKA Moscow",1,29,1,27,"draw","draw",997,1003,0.517857142857143,0.482142857142857
"654",654,654,38431,2014-01-23,"Admiral Vladivostok","Neftekhimik Nizhnekamsk",0,36,1,21,"loss","win",952,1048,0.631578947368421,0.368421052631579
"655",655,655,38432,2014-01-23,"Amur Khabarovsk","Salavat Yulaev Ufa",0,24,1,35,"loss","win",971,1029,0.406779661016949,0.593220338983051
"656",656,656,38433,2014-01-23,"Metallurg Novokuznetsk","Metallurg Magnitogorsk",3,27,4,22,"loss","win",929,1071,0.551020408163265,0.448979591836735
"657",657,657,38434,2014-01-23,"Sibir Novosibirsk Region","Traktor Chelyabinsk",3,37,2,21,"win","loss",986,1014,0.637931034482759,0.362068965517241
"658",658,658,38435,2014-01-23,"Spartak Moscow","Lokomotiv Yaroslavl",1,19,3,23,"loss","win",922,1078,0.452380952380952,0.547619047619048
"659",659,659,38436,2014-01-23,"Donbass Donetsk","SKA Saint Petersburg",4,30,2,31,"win","loss",1069,931,0.491803278688525,0.508196721311475
"660",660,660,38437,2014-01-23,"Dinamo Minsk","Severstal Cherepovets",1,31,1,22,"draw","draw",987,1013,0.584905660377358,0.415094339622642
"661",661,661,38438,2014-01-23,"Medvescak Zagreb","Atlant Moscow Region",4,35,2,26,"win","loss",1037,963,0.573770491803279,0.426229508196721
"662",662,662,38439,2014-01-24,"Ugra Khanty-Mansiysk","Avangard Omsk Region",2,17,1,44,"win","loss",1095,905,0.278688524590164,0.721311475409836
"663",663,663,38440,2014-01-24,"Avtomobilist Yekaterinburg","Barys Astana",6,38,2,36,"win","loss",1102,898,0.513513513513513,0.486486486486487
"664",664,664,38441,2014-01-24,"Ak Bars Kazan","Lev Prague",2,22,2,36,"draw","draw",1035,965,0.379310344827586,0.620689655172414
"665",665,665,38442,2014-01-24,"Torpedo Nizhny Novgorod","Slovan Bratislava",2,17,3,18,"loss","win",951,1049,0.485714285714286,0.514285714285714
"666",666,666,38443,2014-01-24,"Dynamo Moscow","Dinamo Riga",2,28,4,16,"loss","win",821,1179,0.636363636363636,0.363636363636364
"667",667,667,38444,2014-01-25,"Admiral Vladivostok","Salavat Yulaev Ufa",3,28,2,35,"win","loss",1050,950,0.444444444444444,0.555555555555556
"668",668,668,38445,2014-01-25,"Amur Khabarovsk","Neftekhimik Nizhnekamsk",4,43,4,36,"draw","draw",982,1018,0.544303797468354,0.455696202531646
"669",669,669,38446,2014-01-25,"Metallurg Novokuznetsk","Traktor Chelyabinsk",2,37,2,22,"draw","draw",963,1037,0.627118644067797,0.372881355932203
"670",670,670,38447,2014-01-25,"Sibir Novosibirsk Region","Metallurg Magnitogorsk",2,30,1,23,"win","loss",1023,977,0.566037735849057,0.433962264150943
"671",671,671,38448,2014-01-25,"Spartak Moscow","SKA Saint Petersburg",1,24,5,30,"loss","win",875,1125,0.444444444444444,0.555555555555556
"672",672,672,38449,2014-01-25,"Donbass Donetsk","Severstal Cherepovets",2,39,3,29,"loss","win",948,1052,0.573529411764706,0.426470588235294
"673",673,673,38450,2014-01-25,"Dinamo Minsk","Atlant Moscow Region",1,24,7,27,"loss","win",782,1218,0.470588235294118,0.529411764705882
"674",674,674,38451,2014-01-25,"Medvescak Zagreb","Lokomotiv Yaroslavl",1,29,0,42,"win","loss",1034,966,0.408450704225352,0.591549295774648
"675",675,675,38452,2014-01-26,"Avangard Omsk Region","Barys Astana",4,36,5,29,"loss","win",939,1061,0.553846153846154,0.446153846153846
"676",676,676,38453,2014-01-26,"Avtomobilist Yekaterinburg","Ugra Khanty-Mansiysk",2,20,2,40,"draw","draw",1050,950,0.333333333333333,0.666666666666667
"677",677,677,38454,2014-01-26,"Ak Bars Kazan","Dinamo Riga",2,18,2,32,"draw","draw",1049,951,0.36,0.64
"678",678,678,38455,2014-01-26,"Torpedo Nizhny Novgorod","CSKA Moscow",3,17,1,28,"win","loss",1141,859,0.377777777777778,0.622222222222222
"679",679,679,38456,2014-01-26,"Vityaz Moscow Region","Slovan Bratislava",1,26,1,20,"draw","draw",988,1012,0.565217391304348,0.434782608695652
"680",680,680,38457,2014-01-26,"Dynamo Moscow","Lev Prague",2,24,1,32,"win","loss",1052,948,0.428571428571429,0.571428571428571
"681",681,681,38458,2014-01-27,"Admiral Vladivostok","Metallurg Magnitogorsk",2,27,1,22,"win","loss",1029,971,0.551020408163265,0.448979591836735
"682",682,682,38459,2014-01-27,"Amur Khabarovsk","Traktor Chelyabinsk",3,28,4,31,"loss","win",978,1022,0.474576271186441,0.525423728813559
"683",683,683,38460,2014-01-27,"Metallurg Novokuznetsk","Neftekhimik Nizhnekamsk",3,42,2,28,"win","loss",1000,1000,0.6,0.4
"684",684,684,38461,2014-01-27,"Sibir Novosibirsk Region","Salavat Yulaev Ufa",3,28,3,20,"draw","draw",957,1043,0.583333333333333,0.416666666666667
"685",685,685,38462,2014-01-27,"Spartak Moscow","Atlant Moscow Region",3,31,3,30,"draw","draw",997,1003,0.508196721311475,0.491803278688525
"686",686,686,38463,2014-01-27,"Donbass Donetsk","Lokomotiv Yaroslavl",3,27,0,19,"win","loss",1111,889,0.58695652173913,0.41304347826087
"687",687,687,38464,2014-01-27,"Dinamo Minsk","SKA Saint Petersburg",2,39,3,32,"loss","win",958,1042,0.549295774647887,0.450704225352113
"688",688,688,38465,2014-01-27,"Medvescak Zagreb","Severstal Cherepovets",1,30,1,25,"draw","draw",993,1007,0.545454545454545,0.454545454545455
"689",689,689,38466,2013-11-03,"Avangard Omsk Region","Avtomobilist Yekaterinburg",1,47,2,17,"loss","win",904,1096,0.734375,0.265625
"690",690,690,38467,2014-01-28,"Barys Astana","Ugra Khanty-Mansiysk",4,28,3,32,"win","loss",1049,951,0.466666666666667,0.533333333333333
"691",691,691,38468,2013-11-03,"Ak Bars Kazan","CSKA Moscow",4,36,1,37,"win","loss",1084,916,0.493150684931507,0.506849315068493
"692",692,692,38469,2014-01-28,"Torpedo Nizhny Novgorod","Dinamo Riga",0,28,0,20,"draw","draw",1000,1000,0.583333333333333,0.416666666666667
"693",693,693,38470,2014-01-28,"Vityaz Moscow Region","Lev Prague",3,18,3,39,"draw","draw",1090,910,0.315789473684211,0.684210526315789
"694",694,694,38471,2014-01-28,"Dynamo Moscow","Slovan Bratislava",2,33,3,24,"loss","win",936,1064,0.578947368421053,0.421052631578947
"695",695,695,38472,2014-01-29,"Admiral Vladivostok","Traktor Chelyabinsk",3,30,3,26,"draw","draw",985,1015,0.535714285714286,0.464285714285714
"696",696,696,38473,2014-01-29,"Amur Khabarovsk","Metallurg Magnitogorsk",1,41,6,35,"loss","win",853,1147,0.539473684210526,0.460526315789474
"697",697,697,38474,2014-01-29,"Metallurg Novokuznetsk","Salavat Yulaev Ufa",3,35,1,28,"win","loss",1050,950,0.555555555555556,0.444444444444444
"698",698,698,38475,2014-01-29,"Sibir Novosibirsk Region","Neftekhimik Nizhnekamsk",4,34,0,23,"win","loss",1118,882,0.596491228070175,0.403508771929825
"699",699,699,38476,2014-01-29,"Spartak Moscow","Severstal Cherepovets",0,20,7,33,"loss","win",788,1212,0.377358490566038,0.622641509433962
"700",700,700,38477,2014-01-29,"Donbass Donetsk","Atlant Moscow Region",2,34,2,27,"draw","draw",985,1015,0.557377049180328,0.442622950819672
"701",701,701,38478,2014-01-29,"Dinamo Minsk","Lokomotiv Yaroslavl",3,23,1,24,"win","loss",1089,911,0.48936170212766,0.51063829787234
"702",702,702,38479,2013-09-24,"Medvescak Zagreb","SKA Saint Petersburg",3,30,3,39,"draw","draw",1023,977,0.434782608695652,0.565217391304348
"703",703,703,38480,2014-02-26,"Traktor Chelyabinsk","Dynamo Moscow",3,20,5,29,"loss","win",978,1022,0.408163265306122,0.591836734693878
"704",704,704,38481,2014-02-26,"Metallurg Magnitogorsk","Vityaz Moscow Region",0,34,2,29,"loss","win",931,1069,0.53968253968254,0.46031746031746
"705",705,705,38482,2014-02-26,"Salavat Yulaev Ufa","Torpedo Nizhny Novgorod",2,34,1,26,"win","loss",1020,980,0.566666666666667,0.433333333333333
"706",706,706,38483,2013-09-06,"Neftekhimik Nizhnekamsk","Ak Bars Kazan",3,39,1,27,"win","loss",1040,960,0.590909090909091,0.409090909090909
"707",707,707,38484,2014-02-26,"Lokomotiv Yaroslavl","Avtomobilist Yekaterinburg",5,27,3,26,"win","loss",1070,930,0.509433962264151,0.490566037735849
"708",708,708,38485,2014-02-26,"Severstal Cherepovets","Ugra Khanty-Mansiysk",4,36,1,24,"win","loss",1069,931,0.6,0.4
"709",709,709,38486,2014-02-26,"Atlant Moscow Region","Barys Astana",5,27,1,25,"win","loss",1145,855,0.519230769230769,0.480769230769231
"710",710,710,38487,2014-02-26,"SKA Saint Petersburg","Avangard Omsk Region",4,27,5,25,"loss","win",948,1052,0.519230769230769,0.480769230769231
"711",711,711,38488,2014-02-26,"CSKA Moscow","Spartak Moscow",2,31,1,23,"win","loss",1021,979,0.574074074074074,0.425925925925926
"712",712,712,38489,2014-02-26,"Dinamo Riga","Medvescak Zagreb",5,20,1,28,"win","loss",1214,786,0.416666666666667,0.583333333333333
"713",713,713,38490,2014-02-26,"Slovan Bratislava","Dinamo Minsk",3,33,3,28,"draw","draw",984,1016,0.540983606557377,0.459016393442623
"714",714,714,38491,2014-02-26,"Lev Prague","Donbass Donetsk",4,23,1,26,"win","loss",1135,865,0.469387755102041,0.530612244897959
"715",715,715,38492,2014-02-27,"Admiral Vladivostok","Metallurg Novokuznetsk",3,34,1,32,"win","loss",1057,943,0.515151515151515,0.484848484848485
"716",716,716,38493,2014-02-27,"Amur Khabarovsk","Sibir Novosibirsk Region",1,28,1,40,"draw","draw",1011,989,0.411764705882353,0.588235294117647
"717",717,717,38494,2014-02-28,"Traktor Chelyabinsk","Vityaz Moscow Region",3,25,2,23,"win","loss",1033,967,0.520833333333333,0.479166666666667
"718",718,718,38495,2014-02-28,"Metallurg Magnitogorsk","Dynamo Moscow",0,16,0,41,"draw","draw",1000,1000,0.280701754385965,0.719298245614035
"719",719,719,38496,2014-02-28,"Salavat Yulaev Ufa","Ak Bars Kazan",1,28,0,23,"win","loss",1036,964,0.549019607843137,0.450980392156863
"720",720,720,38497,2014-02-28,"Neftekhimik Nizhnekamsk","Torpedo Nizhny Novgorod",3,34,5,35,"loss","win",945,1055,0.492753623188406,0.507246376811594
"721",721,721,38498,2014-02-28,"Lokomotiv Yaroslavl","Ugra Khanty-Mansiysk",6,40,2,19,"win","loss",1045,955,0.677966101694915,0.322033898305085
"722",722,722,38499,2014-02-28,"Severstal Cherepovets","Avtomobilist Yekaterinburg",2,26,1,28,"win","loss",1041,959,0.481481481481481,0.518518518518518
"723",723,723,38500,2014-02-28,"Atlant Moscow Region","Avangard Omsk Region",2,33,0,34,"win","loss",1061,939,0.492537313432836,0.507462686567164
"724",724,724,38501,2014-02-28,"SKA Saint Petersburg","Barys Astana",3,30,2,36,"win","loss",1044,956,0.454545454545455,0.545454545454545
"725",725,725,38502,2014-02-28,"CSKA Moscow","Medvescak Zagreb",1,37,3,20,"loss","win",877,1123,0.649122807017544,0.350877192982456
"726",726,726,38503,2014-02-28,"Dinamo Riga","Spartak Moscow",3,28,2,25,"win","loss",1027,973,0.528301886792453,0.471698113207547
"727",727,727,38504,2014-02-28,"Slovan Bratislava","Donbass Donetsk",1,37,2,27,"loss","win",953,1047,0.578125,0.421875
